Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАССВЕТ""",ООО РАССВЕТ,5825000177,"442480, Пензенская обл., Неверкинский район, с. Каменный Овраг, ул. Новая, домовладение 48А", 52.750930, 46.795380,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-neverkinski-raion/ooo-rassvet-inn-5825000177-ogrn-1055800622162-6fdb6a949ed7499ea1e7a4983dbb5ff0
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ШИРОКОПОЛЬЕ""",СПК ШИРОКОПОЛЬЕ,5818002920,"442403, Пензенская обл., Пензенский район, с. Покрово-Березовка, ул. Совхозная, д. 7", 52.765852, 44.838870,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-penzenski-raion/koop-shirokopole-inn-5818002920-ogrn-1055800724495-d75c120720644a87980a5023c6311118
"ФЕРМЕРСКОЕ ХОЗЯЙСТВО ""БИБСУГ""",Ф.Х. БИБСУГ,1025800550214,"442480, Пензенская обл., Неверкинский район, с. Исикеево, ул. Рабочая, д. 7", 52.797440, 46.587108,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-neverkinski-raion/bibsug-inn-5825050185-ogrn-1025800550214-61788992062b7e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНАБЖЕНИЕ2018""",ООО СНАБЖЕНИЕ2018,5803029285,"442534, Пензенская обл., г. Кузнецк, ул. Кирова, д. 157 офис 914", 53.115811, 46.604792,11.07,Производство безалкогольных напитков; производство минеральных вод и прочих питьевых вод в бутылках,https://spark-interfax.ru/penzenskaya-oblast-kuznetsk/ooo-snabzhenie-inn-5803029285-ogrn-1185835009524-6fe8835146e260e5e0531b9aa8c06bd2
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРО ЭКО""",ООО АГРО ЭКО,5836657101,"440052, Пензенская обл., г. Пенза, ул. Водопьянова, д. 1", 53.173342, 44.996534,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-penza/ooo-agro-eko-inn-5836657101-ogrn-1135836002598-06a3ff58c64049c399ffb264ac0116d5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМНАТУРПРОДУКТ""",ООО КАМНАТУРПРОДУКТ,5802007874,"442246, Пензенская обл, м.р-н Каменский, г.п. город Каменка, г Каменка, ул Ворошилова, зд. 10Б", 53.192930, 43.989529,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/penzenskaya-oblast-kamenski-raion/ooo-kamnaturprodukt-inn-5802007874-ogrn-1095802000470-0cb3d893ff9848469fcf9f1e7d369b00
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОБИОТЕХПЕНЗА""",ООО АГРОБИОТЕХПЕНЗА,5833006687,"442430, Пензенская обл., Шемышейский район, рабочий пос. Шемышейка, ул. Ленина, д. 32 офис 3", 52.890867, 45.401939,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-shemysheiski-raion/ooo-agrobiotekhpenza-inn-5833006687-ogrn-1175835005136-93fef186afea43b19935eda8b9b91744
СОБРАНИЕ ПРЕДСТАВИТЕЛЕЙ МАЛОСЕРДОБИНСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ,СОБРАНИЕ ПРЕДСТАВИТЕЛЕЙ МАЛОСЕРДОБИНСКОГО РАЙОНА,1235800003790,"442800, Пензенская обл, м.р-н Малосердобинский, с.п. Малосердобинский сельсовет, с Малая Сердоба, ул Ленинская, зд. 38", 52.468291, 44.960208,84.11.3,Деятельность органов местного самоуправления по управлению вопросами общего характера,https://spark-interfax.ru/penzenskaya-oblast-maloserdobinski-raion/mku-sobranie-predstavitelei-maloserdobinskogo-raiona-inn-5805014781-ogrn-1235800003790-fb12b86b641a32bce053259aa8c07937
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЛЮКОВСКОЕ""",ООО МЕЛЮКОВСКОЕ,5827003487,"442630, Пензенская обл, м.р-н Наровчатский, с.п. Наровчатский сельсовет, с Мелюковка, ул Новая, д. 37", 53.889781, 43.648422,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-narovchatski-raion/ooo-melyukovskoe-inn-5827003487-ogrn-1235800007101-f1fb28b59bee4cedb6ec10cf16ad729a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ПОЛЕОЛОГОВСКОЕ """,ООО ПОЛЕОЛОГОВСКОЕ,5809031202,"442772, Пензенская обл., Бессоновский район, с. Степное Полеологово, ул. Дружбы, д. 2", 53.329589, 44.952555,01.4,Животноводство,https://spark-interfax.ru/penzenskaya-oblast-bessonovski-raion/ooo-poleologovskoe-inn-5809031202-ogrn-1025800678903-aa34d7c3bcbb41a0a435d4d47c19e360
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЛЮКОВСКОЕ""",ООО МЕЛЮКОВСКОЕ,5827003487,"442630, Пензенская обл, м.р-н Наровчатский, с.п. Наровчатский сельсовет, с Мелюковка, ул Новая, д. 37", 53.889781, 43.648422,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-narovchatski-raion/ooo-melyukovskoe-inn-5827003487-ogrn-1235800007101-f1fb28b59bee4cedb6ec10cf16ad729a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАЙОННОЕ АГРОПРОМЫШЛЕННОЕ ОБЪЕДИНЕНИЕ КОЛОС""",ООО РАО КОЛОС,5826106352,"442680, Пензенская обл., г. Никольск, ул. Московская, д. 2", 53.714418, 46.085608,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-nikolski-raion/ooo-rao-kolos-inn-5826106352-ogrn-1085826000072-6178899221857e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИУМФ""",ООО ТРИУМФ,5802004714,"442240, Пензенская обл., Каменский район, г. Каменка, ул. Ворошилова, д. 25/1", 53.189762, 44.000515,01.13.3,Выращивание столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина,https://spark-interfax.ru/penzenskaya-oblast-kamenski-raion/ooo-triumf-inn-5802004714-ogrn-1155802000067-958b7d609dd44392ace98f3a3c8e8b33
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""КРИСТАЛЛ""",КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО КРИСТАЛЛ,1025800510086,"442233, Пензенская обл., Каменский район, с. Казанская Арчада, ул. Молодежная, д. 11", 53.017526, 44.233602,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-kamenski-raion/kfkh-kristall-inn-5815000509-ogrn-1025800510086-6906d9915c2b226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСХОД-АГРО""",ООО ВОСХОД-АГРО,5826106320,"442683, Пензенская обл., Никольский район, с. Старая Селя, ул. Центральная, д. 66", 53.692303, 46.285536,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/penzenskaya-oblast-nikolski-raion/ooo-voskhod-agro-inn-5826106320-ogrn-1075826000700-0e607812faef4526811d020d0908a5b8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛЕМЕННОЙ КОННЫЙ ЗАВОД ""ЗАВИВАЛОВСКИЙ""",ООО ПКЗ ЗАВИВАЛОВСКИЙ,5835108444,"440028, Пензенская обл, г.о. город Пенза, г Пенза, ул Кирпичная, стр. 20", 53.223410, 44.972572,01.4,Животноводство,https://spark-interfax.ru/penzenskaya-oblast-penza/ooo-pkz-zavivalovski-inn-5835108444-ogrn-1145835003544-1e172a270f82417c9a133b853d3def9d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕЛЬСТРАНССТРОЙ""",ООО РЕЛЬСТРАНССТРОЙ,5803014345,"101000, г. Москва, пер. Лучников, д. 5 к. 5", 55.758708, 37.630385,47.25,Торговля розничная напитками в специализированных магазинах,https://spark-interfax.ru/moskva-basmanny/ooo-relstransstroi-inn-5803014345-ogrn-1055800600657-61788974fcf27e1ce0531b9aa8c027ab
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ЖИВОТНОВОДЧЕСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""СОЛНЫШКО""",СЖППК СОЛНЫШКО,5820003939,"442550, Пензенская обл., Лопатинский район, с. Елшанка, ул. Сиреневая, д. 12 офис 1", 52.586623, 45.841046,01.1,Выращивание однолетних культур,https://spark-interfax.ru/penzenskaya-oblast-lopatinski-raion/koop-solnyshko-inn-5820003939-ogrn-1105803000423-6906d991562b226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РАЙОННОЕ АГРОПРОМЫШЛЕННОЕ ОБЪЕДИНЕНИЕ ""РОСТОК""",ООО РАО РОСТОК,5831002912,"442576, Пензенская обл., Сосновоборский район, с. Шугурово, ул. Горная", 53.414772, 46.479721,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/penzenskaya-oblast-sosnovoborski-raion/ooo-rostok-inn-5831002912-ogrn-1045801500470-cd60b50b672c4632831793cf465df72d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОК""",ООО ВОСТОК,5820003350,"442561, Пензенская обл., Лопатинский район, с. Старый Карлыган, ул. Центральная, д. 42", 52.469411, 45.822102,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/penzenskaya-oblast-lopatinski-raion/ooo-vostok-inn-5820003350-ogrn-1075803000712-50ee9debf7e24be7a82cde407e1e9a16
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАССВЕТ""",ООО РАССВЕТ,5831002817,"442570, Пензенская обл., Сосновоборский район, с. Ега, ул. Центральная, д. 40", 53.313884, 46.109119,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/penzenskaya-oblast-sosnovoborski-raion/ooo-rassvet-inn-5831002817-ogrn-1035801502000-d6aee45c066046b78655f5e0ae84c812
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ ПЕРЕРАБАТЫВАЮЩИЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""ИССА""",СССППК ИССА,5814003352,"442715, Пензенская обл., Иссинский район, с. Новотрехсвятское, ул. Садовая, д. 16", 53.847094, 44.627206,10.51,Производство молока (кроме сырого) и молочной продукции,https://spark-interfax.ru/penzenskaya-oblast-issinski-raion/koop-issa-inn-5814003352-ogrn-1155809001072-6906d991d2bd226ae0531b9aa8c04bb6
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАШМАКОВСКИЙ ХЛЕБ""",АО БАШМАКОВСКИЙ ХЛЕБ,5806003380,"442060, Пензенская обл., Башмаковский район, рабочий пос. Башмаково, ул. Железнодорожная, зд. 1", 53.208862, 43.019447,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/penzenskaya-oblast-bashmakovski-raion/ao-bashmakovski-khleb-inn-5806003380-ogrn-1025800642097-c1e37829d0f64832af58f1b10db66a71
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАВДА""",ООО ПРАВДА,3606006976,"396461, Воронежская обл., с. Верхний Мамон, ул. Пионерская, д. 47", 50.155684, 40.376515,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-verkhnemamonski-raion/ooo-pravda-inn-3606006976-ogrn-1103620000516-61788954c4ef7e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРОЖАЙ""",ООО УРОЖАЙ,3606004400,"396460, Воронежская обл., с. Верхний Мамон, ул. Красный Партизан, д. 50", 50.156229, 40.369383,99999,99999,https://spark-interfax.ru/voronezhskaya-oblast-verkhnemamonski-raion/ooo-urozhai-inn-3606004400-ogrn-1023601072186-6178895476817e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖПОСЕЛЕНЧЕСКАЯ ОБСЛУЖИВАЮЩАЯ ОРГАНИЗАЦИЯ""",ООО МПО,3609005360,"397240, Воронежская обл., Грибановский район, пгт. Грибановский, ул. Советская, д. 317", 51.453020, 41.960840,36.00,"Забор, очистка и распределение воды",https://spark-interfax.ru/voronezhskaya-oblast-gribanovski-raion/ooo-mpo-inn-3609005360-ogrn-1073604000690-749bd2321572416fa48a3bef08be7240
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛИОС-АГРО""",ООО ГЕЛИОС-АГРО,3665082249,"392037, Тамбовская обл., г. Тамбов, проезд Ипподромный, д. 26 офис 11", 52.730587, 41.419613,01.1,Выращивание однолетних культур,https://spark-interfax.ru/tambovskaya-oblast-tambov/ooo-gelios-agro-inn-3665082249-ogrn-1113668011544-d07ac8082e2e4516873c0e34065d8c78
КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ТАРАСОВА И.И.,КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ТАРАСОВА И.И.,1023600610912,"397143, Воронежская обл, г.о. Борисоглебский, с Губари, ул Ленинская, зд. 37А, стр. 1", 51.513791, 42.560750,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-borisoglebsk/kfkh-krestyanskoe-fermerskoe-khozyaistvo-tarasova-i-i-inn-3604008671-ogrn-1023600610912-6906d94ba5fe226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНСАЛТИНГ-СЕРВИС""",ООО КОНСАЛТИНГ-СЕРВИС,3608004156,"397570, Воронежская обл., Воробьевский район, с. Воробьевка, ул. Гоголя, д. 14", 50.645654, 40.930552,82.99,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",https://spark-interfax.ru/voronezhskaya-oblast-vorobevski-raion/ooo-konsalting-servis-inn-3608004156-ogrn-1053680024012-eb0d9a89e99b4e71af7a8be250258a68
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРОЖАЙ""",ООО УРОЖАЙ,3608004533,"397571, Воронежская обл., Воробьевский район, с. Воробьевка, ул. 1 Мая, д. 56Б", 50.642896, 40.948463,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-vorobevski-raion/ooo-urozhai-inn-3608004533-ogrn-1083610000154-ce5180b0f2054a3fa47be46283dd2262
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОРОНЕЖСКАЯ ЗЕМЛЯ""",ООО ВОРОНЕЖСКАЯ ЗЕМЛЯ,3616008161,"396301, Воронежская обл., Новоусманский район, с. Парусное", 51.590894, 39.526448,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,https://spark-interfax.ru/voronezhskaya-oblast-novousmanski-raion/ooo-voronezhskaya-zemlya-inn-3616008161-ogrn-1023600933718-6178895470b67e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШУРИНОВСКАЯ""",ООО ШУРИНОВСКАЯ,3603008887,"396762, Воронежская обл., Богучарский район, с. Шуриновка, ул. Октябрьская, д. 1", 49.736082, 40.392140,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-bogucharski-raion/ooo-shurinovskaya-inn-3603008887-ogrn-1203600007071-40c783fffe87437985af39b4175b3813
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОММУНА""",ООО КОММУНА,3626016796,"396370, Воронежская обл., Репьёвский район, с. Репьёвка, ул. Воронежская, д. 71", 51.086083, 38.642735,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-repevski-raion/ooo-kommuna-inn-3626016796-ogrn-1163668085525-354b90f487644b1e8a9a21b707e97ff9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР""",ООО ВЕКТОР,3627018193,"396650, Воронежская обл., Россошанский район, с. Алейниково", 50.244324, 39.799503,46.31.11,Торговля оптовая свежим картофелем,https://spark-interfax.ru/voronezhskaya-oblast-rossoshanski-raion/ooo-vektor-inn-3627018193-ogrn-1033664500308-96f63b1c5f7348f38f3b0c87fedcf8cd
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""ХВОЩЕВАТОВСКОЕ""",ООО СП ХВОЩЕВАТОВСКОЕ,3615003509,"396884, Воронежская обл, м.р-н Нижнедевицкий, с.п. Хвощеватовское, п совхоза ""Кучугуровский"", ул Центральная, д. 5", 51.421684, 38.318839,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-nizhnedevitski-raion/ooo-khvoshchevatovskoe-inn-3615003509-ogrn-1053676519357-3783456a47a247a3bd19b0997e54041b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОВОРИНОВОДОКАНАЛ""",ООО ПОВОРИНОВОДОКАНАЛ,3623007391,"397350, Воронежская обл, м.р-н Поворинский, г.п. город Поворино, г Поворино, пер Никитинский, зд. 3А", 51.199276, 42.240940,36.00,"Забор, очистка и распределение воды",https://spark-interfax.ru/voronezhskaya-oblast-povorinski-raion/ooo-povorinovodokanal-inn-3623007391-ogrn-1113604001290-1df422acb2b1417cb48c2e56cfc3d80a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС""",ООО АЛЬЯНС,3617006287,"397400, Воронежская обл., Новохоперский район, г. Новохоперск, ул. 25 Октября, д. 26", 51.101679, 41.629763,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-novokhoperski-raion/ooo-alyans-inn-3617006287-ogrn-1023600990214-0ab67353cebe41c188a2af87af93c0ae
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""НОВОМАРКОВСКОЕ""",ООО СХП НОВОМАРКОВСКОЕ,3612007551,"396702, Воронежская обл., Кантемировский район, с. Новомарковка, ул. Советская, д. 14", 49.717016, 39.746716,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/voronezhskaya-oblast-kantemirovski-raion/ooo-skhp-novomarkovskoe-inn-3612007551-ogrn-1063627004561-dbe692667d4b42e5afe8fb7e6c6aae64
"ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ЛИСКИНСКИЙ"" ЛИСКИНСКОГО РАЙОНА ВОРОНЕЖСКОЙ ОБЛАСТИ",СПК ЛИСКИНСКИЙ,3614000294,"397929, Воронежская обл., Лискинский район, с. Лискинское, ул. 40 Лет Победы, д. 8", 51.024663, 39.546824,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/voronezhskaya-oblast-liskinski-raion/koop-liskinski-inn-3614000294-ogrn-1023601515332-bd2744a1936e49dc8926211a3c362273
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУЧ""",ООО ЛУЧ,3622001118,"397670, Воронежская обл, м.р-н Петропавловский, с.п. Петропавловское, с Петропавловка, ул 50 лет Октября, д. 85", 50.109915, 40.877950,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-petropavlovski-raion/ooo-luch-inn-3622001118-ogrn-1213600027849-70a6447f936b4ff28dc18a19b4e9c97c
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИМЕНИ ТЕЛЬМАНА,ООО ИМЕНИ ТЕЛЬМАНА,3614009875,"397944, Воронежская обл., Лискинский район, с. Аношкино, ул. Центральная, д. 60", 51.203118, 39.268014,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-liskinski-raion/ooo-imeni-telmana-inn-3614009875-ogrn-1163668070664-a1c468dd6b8640ecabf04df02d8b2af4
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""БУРЕВЕСТНИК""",ООО СХП БУРЕВЕСТНИК,3612006773,"396742, Воронежская обл., Кантемировский район, с. Титаревка", 49.742210, 40.155510,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-kantemirovski-raion/ooo-burevestnik-inn-3612006773-ogrn-1023600847610-f706e2c162064381bb09465ade9fb173
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРО-МИР""",ООО АГРО-МИР,3622005730,"397682, Воронежская обл., Петропавловский район, с. Фоменково, ул. Мира, д. 2Б", 50.090810, 41.055205,01.4,Животноводство,https://spark-interfax.ru/voronezhskaya-oblast-petropavlovski-raion/ooo-agro-mir-inn-3622005730-ogrn-1113610000228-61788954d2537e1ce0531b9aa8c027ab
"СЕЛЬСКОХОЗЯЙСТВЕННАЯ АРТЕЛЬ ""РАССВЕТ""",СХА РАССВЕТ,3620002726,"396435, Воронежская обл., Павловский район, с. Пески, ул. Скрынникова, д. 20", 50.695896, 39.974754,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/voronezhskaya-oblast-pavlovski-raion/kolkhoz-rassvet-inn-3620002726-ogrn-1023601075057-6b61de322e3043dd85be80d2629e6b93
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАМОНОВСКИЕ ФЕРМЫ""",ООО МАМОНОВСКИЕ ФЕРМЫ,3606007641,"396483, Воронежская обл., Верхнемамонский район, с. Мамоновка, ул. Первомайская, д. 1", 50.394954, 40.504957,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/voronezhskaya-oblast-verkhnemamonski-raion/ooo-mamonovskie-fermy-inn-3606007641-ogrn-1163668097141-8b0d63e9e264405da576f0a0852e6a86
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОДИНА""",ООО РОДИНА,3666196023,"Воронежская обл, м.р-н Семилукский, с.п. Лосевское, тер. 1, соор. 1", 51.690403, 39.022186,01.13,"Выращивание овощей, бахчевых, корнеплодных и клубнеплодных культур, грибов и трюфелей",https://spark-interfax.ru/voronezhskaya-oblast-semilukski-raion/ooo-rodina-inn-3666196023-ogrn-1143668060194-aa8e00c52fb14c388d7d59cf9e211d1b
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАРЯ""",ООО ЗАРЯ,3629008000,"397457, Воронежская обл., Таловский район, пос. Нижняя Каменка, ул. Центральная, д. 66", 51.126057, 40.824189,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-talovski-raion/ooo-zarya-inn-3629008000-ogrn-1193668006487-addf20d9985c4b6880350991733351ae
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИУМФ""",ООО ТРИУМФ,3616016500,"396310, Воронежская обл., Новоусманский район, с. Новая Усмань, ул. Славянская, д. 3 кв. 2", 51.650224, 39.426148,03.2,Рыбоводство,https://spark-interfax.ru/voronezhskaya-oblast-novousmanski-raion/ooo-triumf-inn-3616016500-ogrn-1133668044586-40ef603afc30481da2831994d842651b
ПРОИЗВОДСТВЕННЫЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ КАЛИНИНА,ПСК ИМ. КАЛИНИНА,3630000140,"397103, Воронежская обл, м.р-н Терновский, с.п. Русановское, с Поляна, ул Проезжая, д. 27", 51.751114, 41.452076,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-ternovski-raion/koop-im-kalinina-inn-3630000140-ogrn-1023600611583-66b24509505e4aba8af52386c308443d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""РЕЗОН""",ООО СП РЕЗОН,3615003636,"396892, Воронежская обл., Нижнедевицкий район, с. Верхнее Турово, ул. Мира, д. 120", 51.589233, 38.580016,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-nizhnedevitski-raion/ooo-rezon-inn-3615003636-ogrn-1053676522570-a683cdfbdafe494ab9d3a964e1c6ce74
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОТЕХ-ГАРАНТ"" ЗАДОНЬЕ",ООО АГРОТЕХ-ГАРАНТ ЗАДОНЬЕ,3625012654,"396037, Воронежская обл., Рамонский район, с. Скляево, ул. Центральная, д. 58 офис 5", 51.952189, 39.036108,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-ramonski-raion/ooo-agrotekh-garant-zadone-inn-3625012654-ogrn-1133668021728-4a1c06e0215241029319482871c7d3a7
"СЕЛЬСКОХОЗЯЙСТВЕННАЯ АРТЕЛЬ ПЛЕМЕННОЙ ЗАВОД ""ДРУЖБА""",СХА ПЛЕМЗАВОД ДРУЖБА,3620001867,"396437, Воронежская обл., Павловский район, с. Покровка, ул. Советская, д. 29", 50.669498, 39.845242,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/voronezhskaya-oblast-pavlovski-raion/kolkhoz-druzhba-inn-3620001867-ogrn-1023601074474-1528f96482ff4479a1e8caf8a02b6f3b
