Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯДРИНСКИЙ МЯСОКОМБИНАТ ЧУВАШПОТРЕБСОЮЗА""",ООО ЯДРИНСКИЙ МЯСОКОМБИНАТ ЧПС,2119000428,"429060, Чувашская Республика - Чувашия, Ядринский район, г. Ядрин, ул. 30 Лет Победы, д. 32", 55.949116, 46.198522,10.13.2,Производство колбасных изделий,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yadrinski-raion/ooo-yadrinski-myasokombinat-chps-inn-2119000428-ogrn-1022102628932-06e5f9156ac44ac489e7c9be34850a22
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМБИНАТ ПИТАНИЯ М7""",ООО КОМБИНАТ ПИТАНИЯ М7,2100017516,"428903, Чувашская Республика - Чувашия, м.о. Чебоксарский, д Сятракасы (Лапсарского с/п), ул Придорожная, д. 3", 56.061640, 47.244750,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksarski-raion/ooo-kombinat-pitaniya-m-inn-2100017516-ogrn-1242100004552-1ed3c2473c9838c7e063259aa8c0a438
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЩЕПИТ ВКУСНО И ПОЛЕЗНО""",ООО ОБЩЕПИТ ВКУСНО И ПОЛЕЗНО,2100007349,"429372, Чувашская Республика - Чувашия, м.о. Батыревский, д Долгий Остров, ул Колхозная, д. 2", 55.117297, 47.554079,56.29,Деятельность предприятий общественного питания по прочим видам организации питания,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-batyrevski-raion/ooo-obshchepit-vkusno-i-polezno-inn-2100007349-ogrn-1232100003849-fcb92b0f9eb35626e053259aa8c062ce
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДОМ ДЕТСКОГО ТВОРЧЕСТВА"" МОРГАУШСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ",МБУДО ДДТ,1112136000228,"429530, Чувашская Республика - Чувашия, Моргаушский район, с. Моргауши, ул. Мира, д. 6", 55.967999, 46.771867,85.41,Образование дополнительное детей и взрослых,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-morgaushski-raion/mbu-ddt-inn-2112999828-ogrn-1112136000228-6906d9b1ec94226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕПЛИЧНЫЙ КОМПЛЕКС ""НОВОЧЕБОКСАРСКИЙ""",ООО ТК НОВОЧЕБОКСАРСКИЙ,2130184747,"429965, Чувашская Республика - Чувашия, м.о. Чебоксарский, д Кодеркасы, тер. тепличный комплекс Новочебоксарский, д. 1", 56.079669, 47.474402,01.13.12,Выращивание овощей защищенного грунта,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksarski-raion/ooo-novocheboksarski-inn-2130184747-ogrn-1172130002934-27820845a8474557988ff384e11df81f
"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""КУГЕСЬСКИЙ ДЕТСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ УМСТВЕННО ОТСТАЛЫХ ДЕТЕЙ"" МИНИСТЕРСТВА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",БУ КУГЕСЬСКИЙ ДЕТСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ УМСТВЕННО ОТСТАЛЫХ ДЕТЕЙ МИНТРУДА ЧУВАШИИ,1022102431284,"429500, Чувашская Республика - Чувашия, м.о. Чебоксарский, п Кугеси, ул Первомайская, д. 14, к. 1", 56.029881, 47.286208,87.90,Деятельность по уходу с обеспечением проживания прочая,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksarski-raion/gbu-kugesski-detski-dom-internat-dlya-umstvenno-otstalykh-detei-mintruda-chuvashii-inn-2116810086-ogrn-102210-6906d9b1b947226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВУРНАРСКИЙ МЯСОКОМБИНАТ""",ООО ВУРНАРСКИЙ МЯСОКОМБИНАТ,2104007660,"429220, Чувашская Республика - Чувашия, Вурнарский район, пгт. Вурнары, ул. К.Маркса, д. 54", 55.499594, 46.952575,10.1,Переработка и консервирование мяса и мясной пищевой продукции,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-vurnarski-raion/ooo-vurnarski-myasokombinat-inn-2104007660-ogrn-1082133000344-f5845d33a9714333a0a3f4addc1891d1
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРИИНСКО-ПОСАДСКИЙ МАСЛОЗАВОД""",ООО МАРИИНСКО-ПОСАДСКИЙ МАСЛОЗАВОД,2111007975,"428003, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, ул Нижегородская, зд. 6, стр. 2, помещ. 5А, помещ. 6.1", 56.147360, 47.238107,10.4,Производство растительных и животных масел и жиров,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-mariinsko-posadski-maslozavod-inn-2111007975-ogrn-1082135001046-df40cb8b30d74b299c25537c1bc01044
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗВЕНИГОВСКИЙ""",ООО ЗВЕНИГОВСКИЙ,2124048256,"429965, Чувашская Республика - Чувашия, г.о. город Новочебоксарск, г Новочебоксарск, ул Промышленная, зд. 38, к. 1", 56.094901, 47.511610,10.13,Производство продукции из мяса убойных животных и мяса птицы,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-novocheboksarsk/ooo-zvenigovski-inn-2124048256-ogrn-1212100002927-bfa9cbf415d576c3e053219aa8c01185
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""КОМСОМОЛЬСКИЙ МОЛОЧНЫЙ КОМБИНАТ""",СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ КОМСОМОЛЬСКИЙ МОЛОЧНЫЙ КОМБИНАТ,2123021519,"429330, Чувашская Республика - Чувашия, м.о. Канашский, г Канаш, ул Пушкина, д. 41, офис 301", 55.511039, 47.493550,10.51,Производство молока (кроме сырого) и молочной продукции,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanash/pk-komsomolski-molochny-kombinat-inn-2123021519-ogrn-1192130010335-931c805c810e5474e0531b9aa8c07638
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕБОКСАРСКИЙ МЯСОКОМБИНАТ""",ООО ЧМК,2130141711,"428012, Чувашская Республика - Чувашия, г. Чебоксары, шоссе Канашское, д. 27", 56.054903, 47.279696,10.13.2,Производство колбасных изделий,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-chmk-inn-2130141711-ogrn-1142130010890-7745e720c15b40baa50295a821bff453
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕБОКСАРСКОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ИМЕНИ В.И.ЧАПАЕВА""",АО ЧПО ИМ. В.И.ЧАПАЕВА,2130095159,"428038, Чувашская Республика - Чувашия, г. Чебоксары, ул. Социалистическая, д. 1", 56.108985, 47.175260,25.4,Производство оружия и боеприпасов,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ao-chpo-im-v-i-chapaeva-inn-2130095159-ogrn-1112130014325-64b07144448d4fd98b8e97889ba13201
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНАШСКИЙ ЗАВОД ТЕХНОЛОГИЧЕСКОЙ ОСНАСТКИ""",ООО КЗТО,2123008677,"429335, Чувашская Республика - Чувашия, г. Канаш, ул. Свободы, д. 36", 55.515589, 47.476546,25.9,Производство прочих готовых металлических изделий,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanash/ooo-kzto-inn-2123008677-ogrn-1072134000652-b503b623a67849a1ba68378ae695f0aa
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОРГОВАЯ МЕХАНИКА""",АО ТОРГОВАЯ МЕХАНИКА,2100008046,"428003, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, пр-д Базовый, д. 16Б, ком. 16", 56.102480, 47.246048,28.93,"Производство машин и оборудования для производства пищевых продуктов, напитков и табачных изделий",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ao-torgovaya-mekhanika-inn-2100008046-ogrn-1232100004553-4e8a6205d2634edc9fe355666950dbe6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БКР""",ООО БКР,2130166113,"428028, Чувашская Республика - Чувашия, г.о. город Чебоксары, г Чебоксары, пр-кт Тракторостроителей, зд. 86Б", 56.111411, 47.346243,25.12,Производство металлических дверей и окон,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-bkr-inn-2130166113-ogrn-1162130050917-42dd806de5a944c08a0981ccdbdc4abb
"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМЭНЕРГО""",ЗАО ПРОМЭНЕРГО,2127302503,"428024, Чувашская Республика - Чувашия, г. Чебоксары, проезд Гаражный, д. 4", 56.112977, 47.278024,27.12,Производство электрической распределительной и регулирующей аппаратуры,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ao-promenergo-inn-2127302503-ogrn-1022100978151-7dec9741df854685858b9d270a51a60d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛИНОКС""",ООО ЭЛИНОКС,2130022111,"428020, Чувашская Республика - Чувашия, г. Чебоксары, проезд Базовый, д. 17", 56.101892, 47.248037,27.90,Производство прочего электрического оборудования,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-elinoks-inn-2130022111-ogrn-1072130009874-a2a6eee392fa4c8b922087f0e503cfad
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛКОН""",ООО ЭЛКОН,2124014070,"429950, Чувашская Республика - Чувашия, г. Новочебоксарск, ул. Коммунальная, д. 11", 56.097440, 47.488279,20.30,"Производство красок, лаков и аналогичных материалов для нанесения покрытий, полиграфических красок и мастик",https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-novocheboksarsk/ooo-elkon-inn-2124014070-ogrn-1022100906530-72a81141c6b34697b1a6efc0b3beab21
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СОВЕТСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ЯДРИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОВЕТСКАЯ СОШ,1022102629075,"429068, Чувашская Республика - Чувашия, м.о. Ядринский, с Советское, ул Им В.К.Магницкого, двлд. 22", 55.856054, 46.543989,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yadrinski-raion/mbu-sovetskaya-sosh-inn-2119003161-ogrn-1022102629075-6906d9b1c01e226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОФИРМА-КУБНИНСКИЙ""",ООО АГРОФИРМА-КУБНИНСКИЙ,2121002655,"429298, Чувашская Республика - Чувашия, Янтиковский район, с. Чутеево, ул. Лесная, д. 37", 55.396354, 47.827781,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yantikovski-raion/ooo-agrofirma-kubninski-inn-2121002655-ogrn-1092134000232-8e94b661e4f2415aa3bfdc7728ed109b
"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОГРЕСС""",ЗАО ПРОГРЕСС,2120000550,"429380, Чувашская Республика - Чувашия, Яльчикский район, с. Яльчики, ул. Октябрьская, д. 1", 55.164035, 48.007867,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yalchikski-raion/ao-progress-inn-2120000550-ogrn-1022101829826-ba81e120aec649418f71c6f34e208f3e
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЦ ""ВОЛЖСКИЙ""",ООО ПЦ ВОЛЖСКИЙ,2130073660,"428000, Чувашская Республика - Чувашия, г. Чебоксары, проспект Ленина, д. 12Б", 56.128070, 47.247525,69.10,Деятельность в области права,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/ooo-pts-volzhski-inn-2130073660-ogrn-1102130006274-d82a84ce31ac4e7596d8497edeb06d46
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАРЕЦ""",ООО ЛАРЕЦ,6444008161,"412511, Саратовская обл., Петровский район, с. Березовка 1-Я, ул. Центральная, д. 23", 52.278285, 45.328294,46.7,Торговля оптовая специализированная прочая,https://spark-interfax.ru/saratovskaya-oblast-petrovski-raion/ooo-larets-inn-6444008161-ogrn-1096444000047-8a3e311a1e89466d955327219948a736
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ДРУЖБА""",СХПК ДРУЖБА,2121000697,"429296, Чувашская Республика - Чувашия, Янтиковский район, с. Гришино, ул. Первомайская, д. 24", 55.478114, 47.888769,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-yantikovski-raion/koop-druzhba-inn-2121000697-ogrn-1022102229643-b458e66c2e6342eeb1058e68a62664dc
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХУЧЕЛЬ""",ООО ХУЧЕЛЬ,2106007320,"429332, Чувашская Республика - Чувашия, Канашский район, д. Хучель, ул. Механизаторов, д. 1", 55.520465, 47.603107,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-kanashski-raion/ooo-khuchel-inn-2106007320-ogrn-1082134001069-89db43c3b90c4aa98445f497edd2db9f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСХОД""",ООО ВОСХОД,3632004855,"397030, Воронежская обл., Эртильский район, г. Эртиль, ул. Герцена, д. 2", 51.836719, 40.798280,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-ertilski-raion/ooo-voskhod-inn-3632004855-ogrn-1023600507853-d31541678b8f43ce82b7c17018c44bae
"ФЕРМЕРСКОЕ ХОЗЯЙСТВО ""АНТОНОВЫ""",ФХ АНТОНОВЫ,1033664505270,"396625, Воронежская обл., Россошанский район, хутор Перещепное, ул. Южная, д. 4А", 50.029700, 39.560708,01.1,Выращивание однолетних культур,https://spark-interfax.ru/voronezhskaya-oblast-rossoshanski-raion/antonovy-inn-3627006350-ogrn-1033664505270-6178895470157e1ce0531b9aa8c027ab
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХВОЩЕВАТОЕ""",ООО ХВОЩЕВАТОЕ,3610010580,"397628, Воронежская обл, м.р-н Калачеевский, с.п. Ясеновское, х Хвощеватое, ул Советская, д. 16", 50.575330, 40.748281,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-kalacheevski-raion/ooo-khvoshchevatoe-inn-3610010580-ogrn-1083610000011-b9ef8d0a0b86419a99efe1b5afde22f3
"КОЛХОЗ "" НОВЫЙ ПУТЬ """,КОЛХОЗ НОВЫЙ ПУТЬ,3608000137,"397558, Воронежская обл., Воробьевский район, с. Никольское 2-Е, ул. Школьная, д. 10", 50.610839, 41.155876,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-vorobevski-raion/kolkhoz-novy-put-inn-3608000137-ogrn-1023600797219-b9c0c14bb6314afa91f2fd9105e91e3a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИГИС""",ООО ВИГИС,3609005385,"397213, Воронежская обл., Грибановский район, с. Малые Алабухи 1-Е, ул. Метальникова", 51.564115, 42.151589,01.6,Деятельность вспомогательная в области производства сельскохозяйственных культур и послеуборочной обработки сельхозпродукции,https://spark-interfax.ru/voronezhskaya-oblast-gribanovski-raion/ooo-vigis-inn-3609005385-ogrn-1073604000997-445ae79c122b4180aca03a97d80fc863
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОССЫПНОЕ""",ООО РОССЫПНОЕ,3610009578,"397640, Воронежская обл., Калачеевский район, с. Манино, ул. Степная, зд. 22", 50.497372, 41.387594,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/voronezhskaya-oblast-kalacheevski-raion/ooo-rossypnoe-inn-3610009578-ogrn-1063610001014-d4d8fbe541654fa4ae0cb692d730d50d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЛЕБ НАСУЩНЫЙ""",ООО ХЛЕБ НАСУЩНЫЙ,3611007326,"396510, Воронежская обл., Каменский район, пгт. Каменка, ул. Дружбы, д. 4М", 50.715134, 39.415635,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-kamenski-raion/ooo-khleb-nasushchny-inn-3611007326-ogrn-1113652000770-185b47eb425b4e4382ed7649edd5ec3a
"АССОЦИАЦИЯ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ ""СОДЕЙСТВИЕ""",АССОЦИАЦИЯ КФХ СОДЕЙСТВИЕ,1023600507985,"397030, Воронежская обл., Эртильский район, г. Эртиль, пл. Ленина, д. 5", 51.835510, 40.800339,70.22,Консультирование по вопросам коммерческой деятельности и управления,https://spark-interfax.ru/voronezhskaya-oblast-ertilski-raion/obedinenie-sodeistvie-inn-3632001942-ogrn-1023600507985-6906d94c0ee8226ae0531b9aa8c04bb6
"АССОЦИАЦИЯ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ ""СОДЕЙСТВИЕ""",АССОЦИАЦИЯ КФХ СОДЕЙСТВИЕ,1023600507985,"397030, Воронежская обл., Эртильский район, г. Эртиль, пл. Ленина, д. 5", 51.835510, 40.800339,70.22,Консультирование по вопросам коммерческой деятельности и управления,https://spark-interfax.ru/voronezhskaya-oblast-ertilski-raion/obedinenie-sodeistvie-inn-3632001942-ogrn-1023600507985-6906d94c0ee8226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОСОЮЗ""",ООО АГРОСОЮЗ,3603007210,"396754, Воронежская обл., Богучарский район, пос. Вишнёвый, ул. Гвардейская, зд. 26", 49.980008, 40.392114,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-bogucharski-raion/ooo-agrosoyuz-inn-3603007210-ogrn-1043672001306-0fc2bbb239684f75847e0ed402bebfa6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПОТУДАНЬ""",ООО СП ПОТУДАНЬ,3615003788,"396888, Воронежская обл., Нижнедевицкий район, с. Скупая Потудань, ул. Ленина, д. 38", 51.235147, 38.494826,01.1,Выращивание однолетних культур,https://spark-interfax.ru/voronezhskaya-oblast-nizhnedevitski-raion/ooo-potudan-inn-3615003788-ogrn-1063628011809-51064252161c407db329c5a8094e8c8a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАЛОН""",ООО АВАЛОН,2014040222,"364020, Чеченская Респ, г.о. город Грозный, г Грозный, р-н Ахматовский, ул Старопромысловское шоссе, д. 24, к. 3, офис 2/17", 43.365740, 45.611275,49.41,Деятельность автомобильного грузового транспорта,https://spark-interfax.ru/chechenskaya-respublika-grozny/ooo-avalon-inn-2014040222-ogrn-1232000009746-0b93332603c52030e063259aa8c03133
"СЕЛЬСКОХОЗЯЙСТВЕННАЯ АРТЕЛЬ ""ЗАРЯ""",СХА ЗАРЯ,3627017288,"396636, Воронежская обл., Россошанский район, с. Ивановка, пл. Им 172 Стрелковой Дивизии, д. 7", 50.007276, 40.035231,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-rossoshanski-raion/kolkhoz-zarya-inn-3627017288-ogrn-1033664502794-90d70570dd26409e81b2e9f9881b6549
"АССОЦИАЦИЯ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ ""СОДЕЙСТВИЕ""",АССОЦИАЦИЯ КФХ СОДЕЙСТВИЕ,1023600507985,"397030, Воронежская обл., Эртильский район, г. Эртиль, пл. Ленина, д. 5", 51.835510, 40.800339,70.22,Консультирование по вопросам коммерческой деятельности и управления,https://spark-interfax.ru/voronezhskaya-oblast-ertilski-raion/obedinenie-sodeistvie-inn-3632001942-ogrn-1023600507985-6906d94c0ee8226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №6 ИМЕНИ В.И.ЧАПАЕВА"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОШ №6 Г.ЧЕБОКСАРЫ,1022101142250,"428020, Чувашская Республика - Чувашия, г. Чебоксары, ул. Чапаева, д. 41А", 56.128894, 47.259633,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-sosh-n-g-cheboksary-inn-2128030860-ogrn-1022101142250-6906d9b1bfef226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №55"" ГОРОДА ЧЕБОКСАРЫ ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ СОШ №55 Г.ЧЕБОКСАРЫ,1022100975588,"428037, Чувашская Республика - Чувашия, г. Чебоксары, ул. Ленинского Комсомола, д. 54", 56.107174, 47.299349,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-cheboksary/mbu-sosh-n-g-cheboksary-inn-2127011208-ogrn-1022100975588-6906d9b1bf7c226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИБРЕСИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2"" ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ ИБРЕСИНСКАЯ СОШ №2,1032133002296,"429701, Чувашская Республика - Чувашия, Ибресинский район, пгт. Ибреси, ул. Мира, владение 23", 55.307822, 47.030740,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-ibresinski-raion/mbu-ibresinskaya-sosh-n-inn-2105003316-ogrn-1032133002296-6906d9b1c019226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НОВОЧУРАШЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ НОВОЧУРАШЕВСКАЯ СОШ,1022102032336,"429705, Чувашская Республика - Чувашия, Ибресинский район, с. Новое Чурашево, ул. Ленина, д. 32", 55.360960, 47.282087,85.14,Образование среднее общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-ibresinski-raion/mbu-novochurashevskaya-sosh-inn-2105002986-ogrn-1022102032336-6906d9b1c603226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ЦЕНТРАЛИЗОВАННАЯ КЛУБНАЯ СИСТЕМА"" МАРИИНСКО-ПОСАДСКОГО МУНИЦИПАЛЬНОГО ОКРУГА",МАУК ЦКС МАРИИНСКО-ПОСАДСКОГО МУНИЦИПАЛЬНОГО ОКРУГА,1142135010940,"429570, Чувашская Республика - Чувашия, Мариинско-Посадский район, г. Мариинский Посад, ул. Ленинская, д. 2", 56.120384, 47.725000,90.04,Деятельность учреждений культуры и искусства,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-mariinsko-posadski-raion/much-tsks-mariinsko-posadskogo-munitsipalnogo-okruga-inn-2111000916-ogrn-1142135010940-6906d9b20048226ae0531b9aa8c04bb6
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БУИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ",МБОУ БУИНСКАЯ СОШ,1042133000172,"429720, Чувашская Республика - Чувашия, Ибресинский район, пгт. Буинск, ул. Горняка, д. 10", 55.195186, 47.060667,85.13,Образование основное общее,https://spark-interfax.ru/chuvashskaya-respublika-chuvashiya-ibresinski-raion/mbu-buinskaya-sosh-inn-2105003490-ogrn-1042133000172-6906d9b1bdb2226ae0531b9aa8c04bb6
